year,university_id,name_en,SUM(enrolled),sum(students),sum(graduates),sum(entrants),sum(morning),sum(afternoon),sum(night),sum(full_time)
2013,01060,"Computer Sciences",738,1189,97,438,1189,0,1189,0
2013,01060,"Systems analysis and development (technologist)",147,261,0,134,261,0,261,0
2013,01066,"Computer science",27,43,1,6,0,0,43,0
2013,01066,"Computer Sciences",105,207,6,68,0,0,207,0
2013,01070,"Computer science",92,137,18,33,0,0,137,0
2013,01070,"Computer Sciences",92,137,18,33,0,0,137,0
2013,01075,"Computer science",119,169,31,38,0,0,169,0
2013,01075,"Computer Sciences",119,169,31,38,0,0,169,0
2013,01077,"Computer science",350,591,31,92,591,0,591,0
2013,01077,"Computer Sciences",481,762,31,170,762,0,762,0
2013,01078,"Computer Sciences",116,280,21,36,0,0,280,0
2013,01078,"Systems analysis and development (technologist)",116,280,21,36,0,0,280,0
2013,01082,"Computer (IT) teacher education",151,225,0,80,0,0,225,0
2013,01082,"Computer Sciences",444,598,20,171,568,568,249,0
2013,01082,"Systems analysis and development (technologist)",234,310,9,88,280,280,30,0
2013,01085,"Computer science",15,35,9,0,0,0,35,0
2013,01085,"Computer Sciences",15,35,9,0,0,0,35,0
2013,01092,"Computer Sciences",80,126,18,37,0,0,126,0
2013,01092,"Systems analysis and development (technologist)",80,126,18,37,0,0,126,0
2013,01096,"Computer science",27,37,1,0,37,0,0,0
2013,01096,"Computer Sciences",44,54,1,12,54,0,17,0
2013,01100,"Computer science",396,639,75,210,639,0,639,0
2013,01100,"Computer Sciences",396,639,75,210,639,0,639,0
2013,01107,"Computer science",502,845,41,209,845,0,845,0
2013,01107,"Computer Sciences",2187,3612,229,1068,3612,0,3612,0
2013,01107,"Systems analysis and development (technologist)",962,1605,113,502,1605,0,1605,0
2013,01113,"Computer science",9,11,8,0,11,0,11,0
2013,01113,"Computer Sciences",147,192,30,93,11,0,192,0
2013,01113,"Information systems",137,179,21,93,0,0,179,0
2013,01118,"Computer science",63,83,1,14,83,0,83,0
2013,01118,"Computer Sciences",63,83,1,14,83,0,83,0
2013,01120,"Computer science",257,307,21,109,0,0,307,0
2013,01120,"Computer Sciences",336,420,32,110,0,0,420,0
2013,01120,"Systems analysis and development (technologist)",79,113,11,1,0,0,113,0
2013,01126,"Computer science",117,135,10,26,0,0,0,135
2013,01126,"Computer Sciences",117,135,10,26,0,0,0,135
2013,01128,"Computer science",161,189,21,42,0,0,189,0
2013,01128,"Computer Sciences",161,189,21,42,0,0,189,0
2013,01129,"Computer engineering",95,131,15,22,0,0,131,0
2013,01129,"Computer science",40,53,20,3,0,0,53,0
2013,01129,"Computer Sciences",109,137,20,39,0,0,137,0
2013,01129,"Systems analysis and development (technologist)",69,84,0,36,0,0,84,0
2013,01141,"Computer Sciences",64,160,21,19,78,0,160,0
2013,01141,"Information systems",37,82,14,8,0,0,82,0
2013,01149,"Computer science",113,185,33,43,0,0,185,0
2013,01149,"Computer Sciences",393,630,130,125,0,0,630,0
2013,01149,"Systems analysis",89,135,20,42,0,0,135,0
2013,01149,"Systems analysis and development (technologist)",104,173,42,23,0,0,173,0
2013,01151,"Computer Sciences",104,329,17,46,0,0,329,0
2013,01153,"Computer science",106,141,0,25,0,0,141,0
2013,01153,"Computer Sciences",294,398,0,164,15,0,398,0
2013,01153,"Information systems",9,15,0,0,15,0,15,0
2013,01153,"Systems analysis and development (technologist)",179,242,0,139,0,0,242,0
2013,01166,"Computer Sciences",757,1012,40,294,342,335,164,171
2013,01166,"Systems analysis and development (technologist)",256,335,6,134,0,0,164,171
2013,01175,"Computer Sciences",41,53,21,3,53,0,53,0
2013,01185,"Computer science",149,230,11,123,230,0,230,0
2013,01185,"Computer Sciences",422,783,43,374,783,0,783,0
2013,01185,"Systems analysis and development (technologist)",126,278,8,134,278,0,278,0
2013,01187,"Computer science",5,5,4,0,0,0,5,0
2013,01187,"Computer Sciences",75,112,12,48,0,0,112,0
2013,01187,"Systems analysis and development (technologist)",70,107,8,48,0,0,107,0
2013,01189,"Computer science",144,160,19,42,0,0,160,0
2013,01189,"Computer Sciences",144,160,19,42,0,0,160,0
2013,01196,"Computer engineering",49,59,0,56,59,0,59,0
2013,01196,"Computer science",58,105,23,10,0,0,105,0
2013,01196,"Computer Sciences",2231,3780,104,1714,0,0,715,0
2013,01196,"Systems analysis and development (technologist)",1647,2620,37,1297,0,0,293,0
2013,01198,"Computer Sciences",72,92,13,25,0,0,92,0
2013,01198,"Information systems",72,92,13,25,0,0,92,0
2013,01208,"Computer Sciences",4,157,1,0,157,0,157,0
2013,01219,"Computer science",55,95,17,15,0,0,95,0
2013,01219,"Computer Sciences",55,95,17,15,0,0,95,0
2013,01224,"Computer science",65,103,17,0,0,0,103,0
2013,01224,"Computer Sciences",65,103,17,0,0,0,103,0
2013,01225,"Computer Sciences",118,160,16,52,0,0,160,0
2013,01225,"Systems analysis and development (technologist)",118,160,16,52,0,0,160,0
2013,01230,"Computer engineering",65,76,7,17,0,0,76,0
2013,01230,"Computer science",17,18,9,0,0,0,18,0
2013,01230,"Computer Sciences",17,18,9,0,0,0,18,0
2013,01232,"Computer science",50,71,0,49,0,0,71,0
2013,01232,"Computer Sciences",109,163,7,86,0,0,163,0
2013,01232,"Systems analysis and development (technologist)",59,92,7,37,0,0,92,0
2013,01233,"Computer science",158,262,20,90,262,0,262,0
2013,01233,"Computer Sciences",221,394,52,93,262,0,394,0
2013,01233,"Systems analysis and development (technologist)",63,132,32,3,0,0,132,0
2013,01237,"Computer Sciences",79,151,31,7,0,0,151,0
2013,01237,"Systems analysis and development (technologist)",79,151,31,7,0,0,151,0
2013,01243,"Computer Sciences",68,84,19,38,84,0,84,0
2013,01244,"Computer engineering",0,5,0,0,5,0,5,0
2013,01253,"Computer science",177,224,11,52,0,0,224,0
2013,01253,"Computer Sciences",177,224,11,52,0,0,224,0
2013,01255,"Computer science",161,219,5,48,219,0,219,0
2013,01255,"Computer Sciences",161,219,5,48,219,0,219,0
2013,01256,"Computer Sciences",68,103,25,36,0,0,103,0
2013,01258,"Computer science",106,276,3,57,276,0,276,0
2013,01258,"Computer Sciences",106,276,3,57,276,0,276,0
2013,01264,"Computer (IT) teacher education",0,8,0,0,0,0,8,0
2013,01264,"Computer Sciences",202,400,30,97,128,0,400,0
2013,01264,"Information systems",127,272,23,52,0,0,272,0
2013,01267,"Computer science",90,157,16,9,0,0,157,0
2013,01267,"Computer Sciences",172,314,36,70,0,0,314,0
2013,01270,"Computer engineering",51,80,0,37,80,0,80,0
2013,01270,"Computer science",102,136,29,26,136,0,136,0
2013,01270,"Computer Sciences",102,136,29,26,136,0,136,0
2013,01273,"Computer science",198,293,20,44,0,0,293,0
2013,01273,"Computer Sciences",261,389,44,45,0,0,389,0
2013,01275,"Computer science",54,84,14,20,0,0,84,0
2013,01275,"Computer Sciences",54,84,14,20,0,0,84,0
2013,01280,"Computer science",24,117,14,0,117,0,117,0
2013,01280,"Computer Sciences",24,117,14,0,117,0,117,0
2013,01281,"Computer Sciences",44,51,22,0,0,0,51,0
2013,01281,"Information systems",44,51,22,0,0,0,51,0
2013,01292,"Computer science",112,186,16,38,186,0,186,0
2013,01292,"Computer Sciences",211,360,36,87,360,0,360,0
2013,01292,"Systems analysis and development (technologist)",99,174,20,49,174,0,174,0
2013,01295,"Computer Sciences",17,21,3,1,0,0,21,0
2013,01298,"Computer science",179,344,19,84,0,0,344,0
2013,01298,"Computer Sciences",335,591,44,154,0,0,591,0
2013,01299,"Computer science",122,174,38,26,174,0,174,0
2013,01299,"Computer Sciences",122,174,38,26,174,0,174,0
2013,01303,"Computer Sciences",151,232,11,98,86,0,146,0
2013,01303,"Systems analysis and development (technologist)",95,126,11,69,86,0,40,0
2013,01305,"Computer Sciences",116,191,33,54,0,0,191,0
2013,01307,"Computer science",19,29,5,1,0,0,29,0
2013,01307,"Computer Sciences",19,29,5,1,0,0,29,0
2013,01309,"Computer Sciences",229,294,84,73,121,0,294,0
2013,01309,"Systems analysis and development (technologist)",138,173,50,48,0,0,173,0
2013,01310,"Computer science",170,243,25,79,0,0,243,0
2013,01310,"Computer Sciences",170,243,25,79,0,0,243,0
2013,01312,"Computer science",139,246,11,60,0,0,246,0
2013,01312,"Computer Sciences",139,246,11,60,0,0,246,0
2013,01313,"Computer Sciences",89,105,22,15,0,0,105,0
2013,01313,"Information systems",89,105,22,15,0,0,105,0
2013,01324,"Computer science",170,308,30,43,0,0,308,0
2013,01324,"Computer Sciences",170,308,30,43,0,0,308,0
2013,01325,"Computer science",112,159,5,47,0,0,159,0
2013,01325,"Computer Sciences",112,159,5,47,0,0,159,0
2013,01330,"Computer science",207,262,23,41,0,0,262,0
2013,01330,"Computer Sciences",392,490,41,117,0,0,490,0
2013,01330,"Systems analysis and development (technologist)",185,228,18,76,0,0,228,0
2013,01334,"Computer science",190,259,13,65,259,0,259,0
2013,01334,"Computer Sciences",287,388,16,114,388,0,388,0
2013,01337,"Computer science",141,196,20,59,0,0,196,0
2013,01337,"Computer Sciences",175,263,34,64,0,0,263,0
2013,01345,"Computer Sciences",554,986,145,429,986,0,986,0
2013,01345,"Systems analysis and development (technologist)",349,641,108,281,641,0,641,0
2013,01346,"Computer Sciences",96,114,0,51,0,0,114,0
2013,01351,"Computer engineering",140,223,5,48,0,0,223,0
2013,01351,"Computer Sciences",220,377,15,67,0,0,377,0
2013,01351,"Information systems",186,316,13,63,0,0,316,0
2013,01356,"Computer Sciences",89,124,48,26,0,0,124,0
2013,01356,"Systems analysis and development (technologist)",89,124,48,26,0,0,124,0
2013,01362,"Computer science",126,176,1,53,0,0,176,0
2013,01362,"Computer Sciences",126,176,1,53,0,0,176,0
2013,01363,"Computer Sciences",117,130,1,108,130,0,130,0
2013,01363,"Systems analysis and development (technologist)",117,130,1,108,130,0,130,0
2013,01364,"Computer science",115,167,10,42,167,0,167,0
2013,01364,"Computer Sciences",115,167,10,42,167,0,167,0
2013,01365,"Computer science",183,279,11,63,279,0,279,0
2013,01365,"Computer Sciences",541,948,50,217,279,0,948,0
2013,01365,"Systems analysis and development (technologist)",198,374,21,89,0,0,374,0
2013,01366,"Computer Sciences",41,126,7,10,0,0,126,0
2013,01366,"Information systems",41,126,7,10,0,0,126,0
2013,01375,"Computer science",19,23,19,0,0,0,23,0
2013,01375,"Computer Sciences",19,23,19,0,0,0,23,0
2013,01385,"Computer science",22,28,7,0,0,0,28,0
2013,01385,"Computer Sciences",57,100,10,20,0,0,100,0
2013,01385,"Systems analysis and development (technologist)",35,72,3,20,0,0,72,0
2013,01386,"Computer engineering",7,40,0,40,40,0,40,0
2013,01388,"Computer science",429,564,79,143,136,0,564,0
2013,01388,"Computer Sciences",1541,1941,305,607,720,0,1941,0
2013,01395,"Computer Sciences",3,3,3,0,0,0,3,0
2013,01395,"Information systems",3,3,3,0,0,0,3,0
2013,01396,"Computer science",106,159,12,35,0,0,159,0
2013,01396,"Computer Sciences",106,159,12,35,0,0,159,0
2013,01400,"Computer Sciences",175,280,11,75,280,0,280,0
2013,01400,"Information systems",166,260,11,75,260,0,260,0
2013,01403,"Computer Sciences",50,100,1,0,0,0,100,0
2013,01403,"Information systems",50,100,1,0,0,0,100,0
2013,01409,"Computer science",118,163,11,14,0,0,163,0
2013,01409,"Computer Sciences",127,175,11,26,0,0,175,0
2013,01409,"Systems analysis and development (technologist)",9,12,0,12,0,0,12,0
2013,01410,"Computer engineering",285,449,22,12,449,449,449,0
2013,01412,"Computer engineering",195,305,10,101,305,0,305,0
2013,01412,"Computer science",230,355,13,59,0,0,355,0
2013,01412,"Computer Sciences",476,744,67,175,143,0,744,0
2013,01412,"Systems analysis and development (technologist)",159,246,32,77,0,0,246,0
2013,01417,"Computer science",46,70,6,14,0,0,70,0
2013,01417,"Computer Sciences",46,70,6,14,0,0,70,0
2013,01418,"Computer science",35,55,26,0,55,0,55,0
2013,01418,"Computer Sciences",87,163,34,42,55,0,163,0
2013,01418,"Systems analysis and development (technologist)",52,108,8,42,0,0,108,0
2013,01420,"Computer (IT) teacher education",66,76,16,17,0,0,76,0
2013,01422,"Computer (IT) teacher education",15,69,15,0,0,69,69,0
2013,01422,"Computer science",538,1690,43,324,1690,1690,1690,0
2013,01422,"Computer Sciences",927,2840,98,553,1690,2840,2840,0
2013,01422,"Systems analysis and development (technologist)",158,458,23,93,0,458,458,0
2013,01423,"Computer Sciences",141,202,46,43,0,0,202,0
2013,01423,"Systems analysis and development (technologist)",117,157,32,41,0,0,157,0
2013,01426,"Computer Sciences",135,166,20,35,0,0,166,0
2013,01426,"Information systems",135,166,20,35,0,0,166,0
2013,01430,"Computer science",48,75,0,23,75,0,75,0
2013,01430,"Computer Sciences",48,75,0,23,75,0,75,0
2013,01433,"Computer science",85,119,14,28,0,0,119,0
2013,01433,"Computer Sciences",87,125,16,28,0,0,125,0
2013,01434,"Computer science",35,62,11,14,0,0,62,0
2013,01434,"Computer Sciences",35,62,11,14,0,0,62,0
2013,01436,"Computer science",70,108,18,15,0,108,108,0
2013,01436,"Computer Sciences",70,108,18,15,0,108,108,0
2013,01437,"Computer science",34,48,7,1,0,0,48,0
2013,01437,"Computer Sciences",34,48,7,1,0,0,48,0
2013,01441,"Computer science",153,183,23,52,0,0,183,0
2013,01441,"Computer Sciences",153,183,23,52,0,0,183,0
2013,01444,"Computer Sciences",114,125,1,21,0,0,125,0
2013,01444,"Systems analysis and development (technologist)",114,125,1,21,0,0,125,0
2013,01445,"Computer engineering",69,78,0,78,0,0,0,78
2013,01446,"Computer science",4,15,4,8,15,0,15,0
2013,01446,"Computer Sciences",537,780,102,290,15,0,780,0
2013,01446,"Systems analysis and development (technologist)",351,511,33,185,0,0,511,0
2013,01449,"Computer Sciences",33,66,5,1,0,0,66,0
2013,01449,"Information systems",33,66,5,1,0,0,66,0
2013,01450,"Computer science",76,108,12,7,0,0,108,0
2013,01450,"Computer Sciences",76,108,12,7,0,0,108,0
2013,01452,"Computer Sciences",292,374,76,131,374,374,374,0
2013,01455,"Computer Sciences",119,167,0,68,0,0,167,0
2013,01455,"Information systems",119,167,0,68,0,0,167,0
2013,01457,"Computer science",63,141,13,0,0,0,141,0
2013,01457,"Computer Sciences",63,141,13,0,0,0,141,0
2013,01459,"Computer Sciences",80,117,32,38,0,0,117,0
2013,01461,"Computer science",85,130,0,52,130,0,130,0
2013,01461,"Computer Sciences",85,130,0,52,130,0,130,0
2013,01462,"Computer science",123,208,5,82,0,0,208,0
2013,01462,"Computer Sciences",165,255,15,82,0,0,255,0
2013,01462,"Systems analysis and development (technologist)",42,47,10,0,0,0,47,0
2013,01465,"Computer science",173,260,21,49,0,0,260,0
2013,01465,"Computer Sciences",173,260,21,49,0,0,260,0
2013,01472,"Computer Sciences",165,255,13,70,0,0,226,0
2013,01472,"Information systems",136,226,13,70,0,0,226,0
2013,01477,"Computer (IT) teacher education",6,15,0,15,15,0,0,0
2013,01477,"Computer Sciences",9,26,0,26,0,0,26,0
2013,01477,"Information systems",9,26,0,26,0,0,26,0
2013,01478,"Computer Sciences",119,175,0,73,175,0,175,0
2013,01478,"Systems analysis and development (technologist)",119,149,0,73,149,0,149,0
2013,01488,"Computer science",100,154,10,6,0,0,154,0
2013,01488,"Computer Sciences",100,154,10,6,0,0,154,0
2013,01490,"Computer science",127,180,24,74,0,0,180,0
2013,01490,"Computer Sciences",127,180,24,74,0,0,180,0
2013,01491,"Computer Sciences",263,436,41,127,436,0,436,0
2013,01491,"Systems analysis and development (technologist)",225,361,31,111,361,0,361,0
2013,01492,"Computer science",232,367,21,95,0,0,367,0
2013,01492,"Computer Sciences",368,594,45,169,0,0,594,0
2013,01493,"Computer engineering",69,103,6,48,103,0,103,0
2013,01493,"Computer Sciences",100,150,15,54,150,0,150,0
2013,01493,"Information systems",100,150,15,54,150,0,150,0
2013,01494,"Computer science",203,319,26,89,0,0,319,0
2013,01494,"Computer Sciences",363,586,39,189,0,0,586,0
2013,01494,"Systems analysis and development (technologist)",102,170,13,55,0,0,170,0
2013,01500,"Computer Sciences",39,85,14,9,0,0,85,0
2013,01500,"Information systems",39,85,14,9,0,0,85,0
2013,01504,"Computer Sciences",147,189,13,52,189,0,189,0
2013,01504,"Information systems",116,144,0,48,144,0,144,0
2013,01504,"Systems analysis and development (technologist)",14,20,0,4,20,0,20,0
2013,01507,"Computer Sciences",203,249,23,112,0,0,249,0
2013,01507,"Information systems",137,181,22,44,0,0,181,0
2013,01507,"Systems analysis and development (technologist)",66,68,1,68,0,0,68,0
2013,01509,"Computer Sciences",336,563,69,123,563,0,563,0
2013,01510,"Computer Sciences",214,384,33,93,368,0,384,0
2013,01514,"Computer Sciences",44,57,6,19,0,0,57,0
2013,01514,"Systems analysis and development (technologist)",44,57,6,19,0,0,57,0
2013,01518,"Computer Sciences",96,166,24,61,0,0,166,0
2013,01518,"Information systems",96,166,24,61,0,0,166,0
2013,01519,"Computer Sciences",116,239,27,92,0,0,239,0
2013,01519,"Systems analysis and development (technologist)",116,239,27,92,0,0,239,0
2013,01521,"Computer engineering",280,473,39,24,473,473,473,0
2013,01521,"Computer Sciences",153,311,23,44,64,247,311,0
2013,01521,"Information systems",101,170,23,17,0,170,170,0
2013,01530,"Computer science",1,2,0,1,2,0,2,0
2013,01530,"Computer Sciences",1,2,0,1,2,0,2,0
2013,01538,"Computer Sciences",1693,1697,142,456,1464,0,1697,0
2013,01538,"Information systems",880,882,71,160,882,0,882,0
2013,01538,"Systems analysis and development (technologist)",580,582,51,213,582,0,582,0
2013,01540,"Computer Sciences",69,162,32,47,0,0,162,0
2013,01540,"Information systems",22,43,22,0,0,0,43,0
2013,01541,"Computer Sciences",348,603,81,227,376,0,603,0
2013,01541,"Systems analysis and development (technologist)",267,453,65,166,376,0,453,0
2013,01542,"Computer (IT) teacher education",0,1,0,0,0,0,1,0
2013,01542,"Computer science",107,161,0,66,0,0,161,0
2013,01542,"Computer Sciences",126,201,1,68,0,0,201,0
2013,01546,"Computer science",60,78,0,22,0,0,78,0
2013,01546,"Computer Sciences",60,78,0,22,0,0,78,0
2013,01552,"Computer Sciences",65,145,0,45,0,0,145,0
2013,01552,"Information systems",65,145,0,45,0,0,145,0
2013,01554,"Computer Sciences",108,171,41,36,0,0,171,0
2013,01554,"Systems analysis and development (technologist)",108,171,41,36,0,0,171,0
2013,01556,"Computer Sciences",306,417,34,72,417,0,417,0
2013,01556,"Information systems",306,417,34,72,417,0,417,0
2013,01557,"Computer science",511,648,72,107,648,0,648,0
2013,01557,"Computer Sciences",691,874,87,209,676,0,874,0
2013,01558,"Computer Sciences",0,13,0,0,0,0,13,0
2013,01559,"Computer science",108,133,21,56,0,0,133,0
2013,01559,"Computer Sciences",108,164,21,56,0,0,164,0
2013,01559,"Systems analysis and development (technologist)",0,31,0,0,0,0,31,0
2013,01567,"Computer Sciences",80,116,21,20,0,0,116,0
2013,01568,"Computer science",59,80,14,14,0,0,80,0
2013,01568,"Computer Sciences",59,80,14,14,0,0,80,0
2013,01569,"Computer engineering",73,78,5,16,0,0,78,0
2013,01569,"Computer Sciences",115,128,15,29,0,0,128,0
2013,01569,"Information systems",115,128,15,29,0,0,128,0
2013,01573,"Computer Sciences",87,90,13,21,90,0,90,0
2013,01575,"Computer science",101,154,10,34,0,0,154,0
2013,01575,"Computer Sciences",101,154,10,34,0,0,154,0
2013,01577,"Computer Sciences",0,3,0,0,0,0,3,0
2013,01578,"Computer (IT) teacher education",23,34,0,34,34,0,34,0
2013,01578,"Computer Sciences",606,706,33,159,380,163,298,0
2013,01581,"Computer Sciences",70,109,2,27,109,0,109,0
2013,01581,"Information systems",70,109,2,27,109,0,109,0
2013,01583,"Computer Sciences",251,335,25,145,0,335,123,0
2013,01583,"Systems analysis and development (technologist)",94,123,0,75,0,123,123,0
2013,01584,"Computer Sciences",257,369,35,80,0,249,120,0
2013,01584,"Systems analysis and development (technologist)",192,249,13,80,0,249,0,0
2013,01585,"Computer science",100,140,1,44,0,0,140,0
2013,01585,"Computer Sciences",100,140,1,44,0,0,140,0
2013,01586,"Computer science",116,149,19,27,0,0,149,0
2013,01586,"Computer Sciences",116,149,19,27,0,0,149,0
2013,01587,"Computer Sciences",106,156,14,49,0,0,156,0
2013,01587,"Systems analysis and development (technologist)",106,156,14,49,0,0,156,0
2013,01591,"Computer science",93,156,6,38,0,0,156,0
2013,01591,"Computer Sciences",178,327,30,39,171,0,327,0
2013,01598,"Computer Sciences",197,327,12,55,0,0,327,0
2013,01598,"Information systems",197,327,12,55,0,0,327,0
2013,01601,"Computer Sciences",11,14,0,1,0,0,14,0
2013,01601,"Systems analysis and development (technologist)",11,14,0,1,0,0,14,0
2013,01610,"Computer science",100,136,10,32,0,0,136,0
2013,01610,"Computer Sciences",100,136,10,32,0,0,136,0
2013,01612,"Computer Sciences",93,133,10,50,0,0,133,0
2013,01612,"Information systems",68,96,10,31,0,0,96,0
2013,01615,"Computer Sciences",69,114,24,18,0,0,114,0
2013,01615,"Information systems",69,114,24,18,0,0,114,0
2013,01618,"Computer Sciences",30,33,0,1,0,0,33,0
2013,01621,"Computer Sciences",141,174,27,50,0,0,174,0
2013,01621,"Information systems",141,174,27,50,0,0,174,0
2013,01632,"Computer Sciences",119,175,21,49,0,0,175,0
2013,01639,"Computer Sciences",22,28,14,1,0,0,28,0
2013,01639,"Information systems",22,28,14,1,0,0,28,0
2013,01642,"Computer science",149,194,11,49,194,0,194,0
2013,01642,"Computer Sciences",149,194,11,49,194,0,194,0
2013,01643,"Computer Sciences",188,197,76,46,0,0,197,0
2013,01645,"Computer science",57,94,5,17,0,94,94,0
2013,01645,"Computer Sciences",57,94,5,17,0,94,94,0
2013,01647,"Computer Sciences",79,117,14,0,0,0,117,0
2013,01647,"Systems analysis and development (technologist)",79,117,14,0,0,0,117,0
2013,01653,"Computer Sciences",4,8,1,0,0,0,8,0
2013,01653,"Information systems",4,8,1,0,0,0,8,0
2013,01655,"Computer science",186,245,22,69,0,0,245,0
2013,01655,"Computer Sciences",186,245,22,69,0,0,245,0
2013,01656,"Computer Sciences",1,1,0,0,0,0,1,0
2013,01656,"Systems analysis and development (technologist)",1,1,0,0,0,0,1,0
2013,01657,"Computer science",126,149,23,50,0,0,149,0
2013,01657,"Computer Sciences",126,149,23,50,0,0,149,0
2013,01658,"Computer science",164,197,9,43,0,0,197,0
2013,01658,"Computer Sciences",164,197,9,43,0,0,197,0
2013,01659,"Computer Sciences",85,136,6,30,136,0,136,0
2013,01660,"Computer Sciences",421,598,81,196,301,0,598,0
2013,01660,"Information systems",214,297,35,100,0,0,297,0
2013,01661,"Computer Sciences",270,373,26,161,373,0,373,0
2013,01661,"Information systems",189,278,26,66,278,0,278,0
2013,01661,"Systems analysis and development (technologist)",81,95,0,95,95,0,95,0
2013,01665,"Computer Sciences",52,62,10,19,0,0,62,0
2013,01665,"Information systems",52,62,10,19,0,0,62,0
2013,01668,"Computer science",102,154,0,76,0,0,154,0
2013,01668,"Computer Sciences",102,154,0,76,0,0,154,0
2013,01672,"Computer Sciences",58,266,25,42,266,0,266,0
2013,01680,"Computer science",84,137,10,28,0,0,137,0
2013,01680,"Computer Sciences",84,137,10,28,0,0,137,0
2013,01682,"Computer engineering",80,130,0,46,0,0,130,0
2013,01682,"Computer Sciences",12,33,3,0,0,0,33,0
2013,01682,"Information systems",12,33,3,0,0,0,33,0
2013,01689,"Computer science",41,79,4,10,79,0,79,0
2013,01689,"Computer Sciences",41,79,4,10,79,0,79,0
2013,01692,"Computer science",15,23,9,0,0,0,23,0
2013,01692,"Computer Sciences",15,23,9,0,0,0,23,0
2013,01694,"Computer science",381,540,58,108,0,0,540,0
2013,01694,"Computer Sciences",381,540,58,108,0,0,540,0
2013,01697,"Computer science",127,168,2,59,0,0,168,0
2013,01697,"Computer Sciences",127,168,2,59,0,0,168,0
2013,01702,"Computer (IT) teacher education",171,243,47,62,0,243,243,0
2013,01702,"Computer science",266,442,44,81,0,442,442,0
2013,01702,"Computer Sciences",312,494,44,133,52,442,494,0
2013,01706,"Computer Sciences",41,104,9,5,0,0,104,0
2013,01706,"Systems analysis and development (technologist)",41,104,9,5,0,0,104,0
2013,01708,"Computer science",57,87,2,9,0,0,87,0
2013,01708,"Computer Sciences",404,523,49,137,0,0,523,0
2013,01708,"Systems analysis and development (technologist)",187,217,19,59,0,0,217,0
2013,01710,"Computer science",596,1159,95,228,1159,0,1159,0
2013,01710,"Computer Sciences",617,1213,103,228,1213,0,1213,0
2013,01711,"Computer science",155,259,46,21,259,0,259,0
2013,01711,"Computer Sciences",155,259,46,21,259,0,259,0
2013,01713,"Computer science",72,87,8,19,0,0,87,0
2013,01713,"Computer Sciences",72,87,8,19,0,0,87,0
2013,01715,"Computer Sciences",4,12,2,0,0,0,12,0
2013,01715,"Systems analysis and development (technologist)",4,12,2,0,0,0,12,0
2013,01717,"Computer science",211,276,25,57,0,0,276,0
2013,01717,"Computer Sciences",211,276,25,57,0,0,276,0
2013,01721,"Computer science",62,77,10,14,0,0,77,0
2013,01721,"Computer Sciences",62,77,10,14,0,0,77,0
2013,01722,"Computer science",81,110,8,48,0,0,110,0
2013,01722,"Computer Sciences",81,110,8,48,0,0,110,0
2013,01728,"Computer science",222,414,18,106,0,0,414,0
2013,01728,"Computer Sciences",384,652,44,198,0,0,652,0
2013,01732,"Computer Sciences",144,223,30,50,0,0,223,0
2013,01732,"Information systems",99,142,26,32,0,0,142,0
2013,01734,"Computer science",69,114,0,0,0,0,114,0
2013,01734,"Computer Sciences",69,114,0,0,0,0,114,0
2013,01735,"Computer Sciences",448,644,65,195,644,0,644,0
2013,01735,"Systems analysis and development (technologist)",448,644,65,195,644,0,644,0
2013,01736,"Computer (IT) teacher education",8,10,2,0,10,0,10,0
2013,01736,"Computer science",276,341,5,92,341,0,341,0
2013,01736,"Computer Sciences",276,341,5,92,341,0,341,0
2013,01738,"Computer Sciences",31,91,6,2,0,0,91,0
2013,01738,"Information systems",31,91,6,2,0,0,91,0
2013,01742,"Computer Sciences",383,637,86,244,193,0,637,0
2013,01742,"Systems analysis and development (technologist)",276,444,66,169,0,0,444,0
2013,01743,"Computer Sciences",59,100,15,21,0,0,100,0
2013,01743,"Systems analysis and development (technologist)",59,100,15,21,0,0,100,0
2013,01745,"Computer Sciences",35,68,0,40,68,0,68,0
2013,01745,"Systems analysis and development (technologist)",35,68,0,40,68,0,68,0
2013,01750,"Computer Sciences",96,169,13,35,0,0,169,0
2013,01750,"Information systems",96,169,13,35,0,0,169,0
2013,01758,"Computer engineering",170,241,14,51,0,0,0,241
2013,01762,"Computer Sciences",77,139,8,56,139,0,139,0
2013,01762,"Systems analysis and development (technologist)",77,139,8,56,139,0,139,0
2013,01771,"Computer science",196,282,40,21,0,0,282,0
2013,01771,"Computer Sciences",196,282,40,21,0,0,282,0
2013,01772,"Computer science",123,174,10,42,174,0,174,0
2013,01772,"Computer Sciences",163,250,14,67,174,0,250,0
2013,01772,"Systems analysis and development (technologist)",25,54,4,15,0,0,54,0
2013,01774,"Computer science",0,12,0,1,0,0,12,0
2013,01774,"Computer Sciences",177,318,39,59,0,0,318,0
2013,01776,"Computer Sciences",52,86,9,8,86,0,86,0
2013,01776,"Systems analysis and development (technologist)",52,86,9,8,86,0,86,0
2013,01777,"Computer Sciences",87,192,10,54,0,0,192,0
2013,01777,"Systems analysis and development (technologist)",80,169,9,45,0,0,169,0
2013,01784,"Computer science",132,268,49,12,0,0,268,0
2013,01784,"Computer Sciences",226,449,92,31,181,0,449,0
2013,01803,"Computer science",305,358,0,194,358,0,358,0
2013,01803,"Computer Sciences",305,358,0,194,358,0,358,0
2013,01804,"Computer Sciences",85,159,6,21,159,0,159,0
2013,01804,"Information systems",85,159,6,21,159,0,159,0
2013,01805,"Computer science",634,690,122,173,690,0,690,0
